Date,Investment,Transaction Type,Amount,Shares/Unit,Purchase Price,Shares,Type
11/16/2011,FRESX,ADMINISTRATIVE FEES,-2.13,-0.08,26.625,0.08,sell
11/16/2011,FIGRX,ADMINISTRATIVE FEES,-3.09,-0.109,28.34862385,0.109,sell
11/16/2011,FFFFX,ADMINISTRATIVE FEES,-2.1,-0.276,7.608695652,0.276,sell
11/16/2011,NYVTX,ADMINISTRATIVE FEES,-2.97,-0.091,32.63736264,0.091,sell
11/16/2011,RMCVX,ADMINISTRATIVE FEES,-1.48,-0.204,7.254901961,0.204,sell
11/16/2011,PVADX,ADMINISTRATIVE FEES,-3.2,-0.111,28.82882883,0.111,sell
11/16/2011,RBGLX,ADMINISTRATIVE FEES,-3.62,-0.276,13.11594203,0.276,sell
7/26/2011,FSEVX,ADMINISTRATIVE FEES,-0.67,-0.016,41.875,0.016,sell
7/26/2011,FCPGX,ADMINISTRATIVE FEES,-1.35,-0.078,17.30769231,0.078,sell
7/26/2011,FRESX,ADMINISTRATIVE FEES,-2.37,-0.08,29.625,0.08,sell
7/26/2011,FIGRX,ADMINISTRATIVE FEES,-3.41,-0.099,34.44444444,0.099,sell
7/26/2011,FFFFX,ADMINISTRATIVE FEES,-2.27,-0.268,8.470149254,0.268,sell
